Static_Library_Name,Item_Category,Number_of_Issues,Number_of_Renewals,Total,Year
Keady Library,Junior Fiction Spoken Word,3,,3,2020
Keady Library,Junior Language Pack,4,14,18,2020
Keady Library,Junior Non-fiction,1057,233,1290,2020
Keady Library,Reading Development,59,6,65,2020
Keady Library,Reading Group,127,16,143,2020
Keady Library,Reference Non-borrowable,22,7,29,2020
Keady Library,Teenage Fiction,144,58,202,2020
Keady Library,Teenage Non-fiction,18,20,38,2020
Keady Library,Uncategorised,2,2,4,2020
Kells and Connor Library,Adult Fiction,1518,915,2433,2020
Kells and Connor Library,Adult Fiction Large Print,307,31,338,2020
Kells and Connor Library,Adult Fiction Spoken Word,3,4,7,2020
Kells and Connor Library,Adult Non-fiction,373,379,752,2020
Kells and Connor Library,Adult Non-fiction Large Print,6,1,7,2020
Kells and Connor Library,Adult Non-fiction Spoken Word,,2,2,2020
Kells and Connor Library,Adult Reference,2,3,5,2020
Kells and Connor Library,Curriculum Support Collection,24,49,73,2020
Kells and Connor Library,Junior Fiction,3465,773,4238,2020
Kells and Connor Library,Junior Fiction Large Print,6,1,7,2020
Kells and Connor Library,Junior Fiction Spoken Word,,2,2,2020
Kells and Connor Library,Junior Language Pack,1,4,5,2020
Kells and Connor Library,Junior Non-fiction,264,102,366,2020
Kells and Connor Library,Reading Development,4,,4,2020
Kells and Connor Library,Teenage Fiction,12,6,18,2020
Kells and Connor Library,Teenage Non-fiction,10,9,19,2020
Kells and Connor Library,Uncategorised,,3,3,2020
Kilkeel Library,Adult Fiction,7313,3982,11295,2020
Kilkeel Library,Adult Fiction Large Print,958,286,1244,2020
Kilkeel Library,Adult Fiction Spoken Word,599,594,1193,2020
Kilkeel Library,Adult Non-fiction,1751,1740,3491,2020
Kilkeel Library,Adult Non-fiction Large Print,22,6,28,2020
Kilkeel Library,Adult Non-fiction Spoken Word,16,22,38,2020
Kilkeel Library,Adult Reference,3,1,4,2020
Kilkeel Library,Curriculum Support Collection,59,22,81,2020
Kilkeel Library,Junior Fiction,18436,5525,23961,2020
Kilkeel Library,Junior Fiction Large Print,13,8,21,2020
Kilkeel Library,Junior Fiction Spoken Word,26,15,41,2020
Kilkeel Library,Junior Language Pack,3,,3,2020
Kilkeel Library,Junior Non-fiction,2890,1046,3936,2020
Kilkeel Library,Junior Non-fiction Spoken Word,1,,1,2020
Kilkeel Library,Reading Development,13,4,17,2020
Kilkeel Library,Reading Group,42,23,65,2020
Kilkeel Library,Reference Non-borrowable,35,15,50,2020
Kilkeel Library,Teenage Fiction,239,151,390,2020
Kilkeel Library,Teenage Non-fiction,40,31,71,2020
Kilkeel Library,Uncategorised,1,,1,2020
Killyleagh Library,Adult Fiction,3403,1781,5184,2020
Killyleagh Library,Adult Fiction Large Print,594,161,755,2020
Killyleagh Library,Adult Fiction Spoken Word,247,190,437,2020
Killyleagh Library,Adult Non-fiction,725,540,1265,2020
Killyleagh Library,Adult Non-fiction Large Print,12,4,16,2020
Killyleagh Library,Adult Non-fiction Spoken Word,14,10,24,2020
Killyleagh Library,Chatterbooks,1,,1,2020
Killyleagh Library,Curriculum Support Collection,8,8,16,2020
Killyleagh Library,DVD U,1,,1,2020
Killyleagh Library,Junior Fiction,4380,1685,6065,2020
Killyleagh Library,Junior Fiction Large Print,19,8,27,2020
Killyleagh Library,Junior Fiction Spoken Word,12,6,18,2020
Killyleagh Library,Junior Language Pack,4,20,24,2020
Killyleagh Library,Junior Non-fiction,692,341,1033,2020
Killyleagh Library,Reading Development,18,8,26,2020
Killyleagh Library,Reading Group,7,2,9,2020
Killyleagh Library,Reference Non-borrowable,5,1,6,2020
Killyleagh Library,Teenage Fiction,23,9,32,2020
Killyleagh Library,Teenage Non-fiction,7,4,11,2020
Kilrea Library,Adult Fiction,3089,1846,4935,2020
Kilrea Library,Adult Fiction Large Print,367,142,509,2020
Kilrea Library,Adult Fiction Spoken Word,90,8,98,2020
Kilrea Library,Adult Non-fiction,550,492,1042,2020
Kilrea Library,Adult Non-fiction Large Print,1,,1,2020
Kilrea Library,Adult Non-fiction Spoken Word,1,,1,2020
Kilrea Library,Adult Reference,2,,2,2020
Kilrea Library,Chatterbooks,19,21,40,2020
Kilrea Library,Curriculum Support Collection,15,19,34,2020
Kilrea Library,Junior Fiction,9592,3564,13156,2020
Kilrea Library,Junior Fiction Large Print,4,5,9,2020
Kilrea Library,Junior Fiction Spoken Word,11,1,12,2020
Kilrea Library,Junior Language Pack,8,2,10,2020
Kilrea Library,Junior Non-fiction,1045,505,1550,2020
Kilrea Library,Junior Non-fiction Spoken Word,5,2,7,2020
Kilrea Library,Reading Development,11,6,17,2020
Kilrea Library,Reading Group,,18,18,2020
Kilrea Library,Teenage Fiction,63,34,97,2020
Kilrea Library,Teenage Non-fiction,21,14,35,2020
Larne Library,Adult Fiction,13681,5383,19064,2020
Larne Library,Adult Fiction Large Print,1209,223,1432,2020
Larne Library,Adult Fiction Spoken Word,374,336,710,2020
Larne Library,Adult Non-fiction,3280,2637,5917,2020
Larne Library,Adult Non-fiction Large Print,22,20,42,2020
Larne Library,Adult Non-fiction Spoken Word,30,40,70,2020
Larne Library,Adult Reference,,29,29,2020
Larne Library,Chatterbooks,5,6,11,2020
Larne Library,Curriculum Support Collection,60,61,121,2020
Larne Library,Junior Fiction,17678,4755,22433,2020
Larne Library,Junior Fiction Large Print,12,10,22,2020
Larne Library,Junior Fiction Spoken Word,32,24,56,2020
Larne Library,Junior Language Pack,45,41,86,2020
Larne Library,Junior Non-fiction,2223,767,2990,2020
Larne Library,Junior Non-fiction Spoken Word,11,14,25,2020
Larne Library,Junior Reference,2,,2,2020
Larne Library,Music CD,,13,13,2020
Larne Library,Reading Development,35,15,50,2020
Larne Library,Reading Group,97,18,115,2020
Larne Library,Reference Non-borrowable,26,18,44,2020
Larne Library,Teenage Fiction,210,155,365,2020
Larne Library,Teenage Non-fiction,18,19,37,2020
Larne Library,Uncategorised,6,8,14,2020
Limavady Library,Adult Fiction,9167,3605,12772,2020
Limavady Library,Adult Fiction Large Print,1061,211,1272,2020
Limavady Library,Adult Fiction Spoken Word,188,193,381,2020
Limavady Library,Adult Non-fiction,2021,2065,4086,2020
Limavady Library,Adult Non-fiction Large Print,9,13,22,2020
Limavady Library,Adult Non-fiction Spoken Word,12,11,23,2020
Limavady Library,Adult Reference,51,,51,2020
Limavady Library,Chatterbooks,8,,8,2020
Limavady Library,Curriculum Support Collection,89,118,207,2020
Limavady Library,DVD Exempt,1,,1,2020
Limavady Library,DVD U,1,,1,2020
Limavady Library,Junior Fiction,21247,5776,27023,2020
Limavady Library,Junior Fiction Large Print,12,,12,2020
Limavady Library,Junior Fiction Spoken Word,39,19,58,2020
Limavady Library,Junior Language Pack,22,16,38,2020
Limavady Library,Junior Non-fiction,2286,793,3079,2020
Limavady Library,Junior Non-fiction Spoken Word,4,3,7,2020
Limavady Library,Junior Reference,1,,1,2020
Limavady Library,Reading Development,4,3,7,2020
Limavady Library,Reading Group,354,286,640,2020
Limavady Library,Reference Non-borrowable,8,2,10,2020
Limavady Library,Teenage Fiction,205,115,320,2020
Limavady Library,Teenage Non-fiction,15,17,32,2020
Limavady Library,Uncategorised,,1,1,2020
Lisburn City Library,Adult Fiction,26209,13368,39577,2020
Lisburn City Library,Adult Fiction Large Print,1255,440,1695,2020
Lisburn City Library,Adult Fiction Spoken Word,1629,768,2397,2020
Lisburn City Library,Adult Non-fiction,10193,8745,18938,2020
Lisburn City Library,Adult Non-fiction Large Print,47,18,65,2020
Lisburn City Library,Adult Non-fiction Spoken Word,97,75,172,2020
Lisburn City Library,Adult Reference,15,21,36,2020
Lisburn City Library,Chatterbooks,6,1,7,2020
Lisburn City Library,Curriculum Support Collection,249,313,562,2020
Lisburn City Library,DVD 12,4,,4,2020
Lisburn City Library,DVD 15,1,,1,2020
Lisburn City Library,DVD U,2,,2,2020
Lisburn City Library,Junior Fiction,50756,17501,68257,2020
Lisburn City Library,Junior Fiction Large Print,152,35,187,2020
Lisburn City Library,Junior Fiction Spoken Word,276,113,389,2020
Lisburn City Library,Junior Language Pack,112,95,207,2020
Lisburn City Library,Junior Non-fiction,7233,3475,10708,2020
Lisburn City Library,Junior Non-fiction Large Print,3,,3,2020
Lisburn City Library,Junior Non-fiction Spoken Word,25,8,33,2020
Lisburn City Library,Language Course ,28,17,45,2020
Lisburn City Library,Music CD,26,75,101,2020
Lisburn City Library,Reading Development,213,133,346,2020
Lisburn City Library,Reading Group,16,32,48,2020
Lisburn City Library,Reference Non-borrowable,21,5,26,2020
Lisburn City Library,Teenage Fiction,990,584,1574,2020
Lisburn City Library,Teenage Non-fiction,138,138,276,2020
Lisburn City Library,Uncategorised,7,3,10,2020
Lisburn Road Library,Adult Fiction,7207,4941,12148,2020
Lisburn Road Library,Adult Fiction Large Print,222,120,342,2020
Lisburn Road Library,Adult Fiction Spoken Word,547,407,954,2020
Lisburn Road Library,Adult Non-fiction,1908,2522,4430,2020
Lisburn Road Library,Adult Non-fiction Large Print,2,5,7,2020
Lisburn Road Library,Adult Non-fiction Spoken Word,21,50,71,2020
Lisburn Road Library,Adult Reference,11,69,80,2020
Lisburn Road Library,Chatterbooks,1,6,7,2020
Lisburn Road Library,Curriculum Support Collection,55,66,121,2020
Lisburn Road Library,Junior Fiction,15838,5297,21135,2020
Lisburn Road Library,Junior Fiction Large Print,2,7,9,2020
Lisburn Road Library,Junior Fiction Spoken Word,19,22,41,2020
Lisburn Road Library,Junior Language Pack,2,3,5,2020
Lisburn Road Library,Junior Non-fiction,2308,975,3283,2020
Lisburn Road Library,Junior Non-fiction Spoken Word,5,1,6,2020
Lisburn Road Library,Music CD,3,25,28,2020
Lisburn Road Library,Reading Development,22,48,70,2020
Lisburn Road Library,Reading Group,240,221,461,2020
Lisburn Road Library,Reference Non-borrowable,17,1,18,2020
Lisburn Road Library,Teenage Fiction,337,218,555,2020
Lisburn Road Library,Teenage Non-fiction,65,37,102,2020
Lisburn Road Library,Uncategorised,,2,2,2020
Lisnaskea Library,Adult Fiction,4019,1951,5970,2020
Lisnaskea Library,Adult Fiction Large Print,217,122,339,2020
Lisnaskea Library,Adult Fiction Spoken Word,91,118,209,2020
Lisnaskea Library,Adult Non-fiction,1263,1433,2696,2020
Lisnaskea Library,Adult Non-fiction Large Print,15,6,21,2020
Lisnaskea Library,Adult Non-fiction Spoken Word,7,5,12,2020
Lisnaskea Library,Adult Reference,3,7,10,2020
Lisnaskea Library,Chatterbooks,1,2,3,2020
Lisnaskea Library,Curriculum Support Collection,22,23,45,2020
Lisnaskea Library,Junior Fiction,15306,5455,20761,2020
Lisnaskea Library,Junior Fiction Large Print,12,1,13,2020
Lisnaskea Library,Junior Fiction Spoken Word,9,13,22,2020
Lisnaskea Library,Junior Language Pack,,34,34,2020
Lisnaskea Library,Junior Non-fiction,1783,825,2608,2020
Lisnaskea Library,Junior Non-fiction Spoken Word,2,7,9,2020
Lisnaskea Library,Reading Development,60,5,65,2020
Lisnaskea Library,Reading Group,120,74,194,2020
Lisnaskea Library,Reference Non-borrowable,26,6,32,2020
Lisnaskea Library,Reminiscence Pack,1,2,3,2020
Lisnaskea Library,Teenage Fiction,185,92,277,2020
Lisnaskea Library,Teenage Non-fiction,42,60,102,2020
Lisnaskea Library,Uncategorised,1,4,5,2020
Lurgan Library,Adult Fiction,17925,8159,26084,2020
Lurgan Library,Adult Fiction Large Print,1073,314,1387,2020
Lurgan Library,Adult Fiction Spoken Word,344,248,592,2020
Lurgan Library,Adult Non-fiction,4285,4125,8410,2020
Lurgan Library,Adult Non-fiction Large Print,12,5,17,2020
Lurgan Library,Adult Non-fiction Spoken Word,46,79,125,2020
Lurgan Library,Adult Reference,1,,1,2020
Lurgan Library,Chatterbooks,15,2,17,2020
Lurgan Library,Curriculum Support Collection,197,222,419,2020
Lurgan Library,Junior Fiction,29319,9143,38462,2020
Lurgan Library,Junior Fiction Large Print,18,13,31,2020
Lurgan Library,Junior Fiction Spoken Word,23,25,48,2020
Lurgan Library,Junior Language Pack,36,72,108,2020
Lurgan Library,Junior Non-fiction,3680,1694,5374,2020
Lurgan Library,Junior Non-fiction Spoken Word,4,7,11,2020
Lurgan Library,Language Course ,,13,13,2020
Lurgan Library,Reading Development,247,118,365,2020
Lurgan Library,Reading Group,45,17,62,2020
Lurgan Library,Reference Non-borrowable,3,,3,2020
Lurgan Library,Teenage Fiction,607,339,946,2020
Lurgan Library,Teenage Non-fiction,52,60,112,2020
Lurgan Library,Uncategorised,17,1,18,2020
Maghera Library,Adult Fiction,7370,3467,10837,2020
Maghera Library,Adult Fiction Large Print,1572,503,2075,2020
Maghera Library,Adult Fiction Spoken Word,225,208,433,2020
Maghera Library,Adult Non-fiction,1327,1395,2722,2020
Maghera Library,Adult Non-fiction Large Print,31,9,40,2020
Maghera Library,Adult Non-fiction Spoken Word,12,17,29,2020
Maghera Library,Chatterbooks,1,6,7,2020
Maghera Library,Curriculum Support Collection,43,35,78,2020
Maghera Library,Junior Fiction,15711,4922,20633,2020
Maghera Library,Junior Fiction Spoken Word,11,7,18,2020
Maghera Library,Junior Language Pack,3,21,24,2020
Maghera Library,Junior Non-fiction,1782,561,2343,2020
Maghera Library,Junior Non-fiction Spoken Word,1,1,2,2020
Maghera Library,Junior Reference,,5,5,2020
Maghera Library,Music CD,,97,97,2020
Maghera Library,Reading Development,71,26,97,2020
Maghera Library,Reading Group,29,19,48,2020
Maghera Library,Reference Non-borrowable,20,15,35,2020
Maghera Library,Teenage Fiction,197,110,307,2020
Maghera Library,Teenage Non-fiction,28,15,43,2020
Maghera Library,Uncategorised,1,,1,2020
Magherafelt Library,Adult Fiction,9994,6315,16309,2020
Magherafelt Library,Adult Fiction Large Print,875,259,1134,2020
Magherafelt Library,Adult Fiction Spoken Word,450,229,679,2020
Magherafelt Library,Adult Non-fiction,2177,2588,4765,2020
Magherafelt Library,Adult Non-fiction Large Print,8,6,14,2020
Magherafelt Library,Adult Non-fiction Spoken Word,14,18,32,2020
Magherafelt Library,Adult Reference,10,15,25,2020
Magherafelt Library,Chatterbooks,,12,12,2020
Magherafelt Library,Curriculum Support Collection,79,93,172,2020
Magherafelt Library,Junior Fiction,29264,8192,37456,2020
Magherafelt Library,Junior Fiction Large Print,12,8,20,2020
Magherafelt Library,Junior Fiction Spoken Word,39,18,57,2020
Magherafelt Library,Junior Language Pack,48,87,135,2020
Magherafelt Library,Junior Non-fiction,4179,1096,5275,2020
Magherafelt Library,Junior Non-fiction Spoken Word,6,6,12,2020
Magherafelt Library,Junior Reference,1,,1,2020
Magherafelt Library,Music Cassette,,1,1,2020
Magherafelt Library,Reading Development,39,18,57,2020
Magherafelt Library,Reading Group,19,15,34,2020
Magherafelt Library,Reference Non-borrowable,17,17,34,2020
Magherafelt Library,Teenage Fiction,376,226,602,2020
Magherafelt Library,Teenage Non-fiction,88,50,138,2020
Magherafelt Library,Uncategorised,1,,1,2020
Mellon Centre for Migration Studies,Adult Fiction,,8,8,2020
Mellon Centre for Migration Studies,Adult Fiction Spoken Word,2,21,23,2020
Mellon Centre for Migration Studies,Adult Non-fiction,7,17,24,2020
Mellon Centre for Migration Studies,Junior Language Pack,,3,3,2020
Moira Library,Adult Fiction,4040,2358,6398,2020
Moira Library,Adult Fiction Large Print,391,201,592,2020
Moira Library,Adult Fiction Spoken Word,60,58,118,2020
Moira Library,Adult Non-fiction,1161,1160,2321,2020
Moira Library,Adult Non-fiction Large Print,1,,1,2020
Moira Library,Adult Non-fiction Spoken Word,3,26,29,2020
Moira Library,Curriculum Support Collection,38,47,85,2020
Moira Library,DVD U,1,,1,2020
Moira Library,Junior Fiction,16836,5284,22120,2020
Moira Library,Junior Fiction Large Print,8,6,14,2020
Moira Library,Junior Fiction Spoken Word,9,8,17,2020
Moira Library,Junior Language Pack,2,3,5,2020
Moira Library,Junior Non-fiction,2010,870,2880,2020
Moira Library,Junior Non-fiction Spoken Word,2,3,5,2020
Moira Library,Reading Development,14,25,39,2020
Moira Library,Reading Group,9,1,10,2020
Moira Library,Reference Non-borrowable,3,,3,2020
Moira Library,Teenage Fiction,115,104,219,2020
Moira Library,Teenage Non-fiction,22,16,38,2020
Moira Library,Uncategorised,,2,2,2020
Newcastle Library,Adult Fiction,12499,5122,17621,2020
Newcastle Library,Adult Fiction Large Print,801,215,1016,2020
Newcastle Library,Adult Fiction Spoken Word,399,243,642,2020
Newcastle Library,Adult Non-fiction,3435,3188,6623,2020
Newcastle Library,Adult Non-fiction Large Print,20,10,30,2020
Newcastle Library,Adult Non-fiction Spoken Word,34,43,77,2020
Newcastle Library,Adult Reference,1,2,3,2020
Newcastle Library,Curriculum Support Collection,80,172,252,2020
Newcastle Library,DVD 12,1,,1,2020
Newcastle Library,DVD 15,2,,2,2020
Newcastle Library,DVD 18,1,,1,2020
Newcastle Library,DVD Exempt,,2,2,2020
Newcastle Library,DVD PG,2,1,3,2020
Newcastle Library,DVD U,37,6,43,2020
Newcastle Library,Junior Fiction,16149,5871,22020,2020
Newcastle Library,Junior Fiction Large Print,9,5,14,2020
Newcastle Library,Junior Fiction Spoken Word,20,24,44,2020
Newcastle Library,Junior Language Pack,34,100,134,2020
Newcastle Library,Junior Non-fiction,2016,1048,3064,2020
Newcastle Library,Junior Non-fiction Spoken Word,6,,6,2020
Newcastle Library,Junior Reference,,1,1,2020
Newcastle Library,Language Course ,,17,17,2020
Newcastle Library,Reading Development,44,28,72,2020
Newcastle Library,Reading Group,163,63,226,2020
Newcastle Library,Reference Non-borrowable,23,12,35,2020
Newcastle Library,Teenage Fiction,265,217,482,2020
Newcastle Library,Teenage Non-fiction,29,23,52,2020
Newcastle Library,Uncategorised,1,5,6,2020
Newry Library,Adult Fiction,14948,8927,23875,2020
Newry Library,Adult Fiction Large Print,2090,438,2528,2020
Newry Library,Adult Fiction Spoken Word,545,208,753,2020
Newry Library,Adult Non-fiction,4405,4591,8996,2020
Newry Library,Adult Non-fiction Large Print,32,19,51,2020
Newry Library,Adult Non-fiction Spoken Word,45,58,103,2020
Newry Library,Adult Reference,10,38,48,2020
Newry Library,Chatterbooks,7,5,12,2020
Newry Library,Curriculum Support Collection,160,184,344,2020
Newry Library,Junior Fiction,28743,8821,37564,2020
Newry Library,Junior Fiction Large Print,30,16,46,2020
Newry Library,Junior Fiction Spoken Word,39,32,71,2020
Newry Library,Junior Language Pack,41,55,96,2020
Newry Library,Junior Non-fiction,3311,1279,4590,2020
Newry Library,Junior Non-fiction Spoken Word,14,13,27,2020
Newry Library,Junior Reference,4,5,9,2020
Newry Library,Music CD,6,54,60,2020
Newry Library,Reading Development,73,45,118,2020
Newry Library,Reading Group,336,109,445,2020
Newry Library,Reference Non-borrowable,17,27,44,2020
Newry Library,Teenage Fiction,364,202,566,2020
Newry Library,Teenage Non-fiction,39,61,100,2020
Newry Library,Uncategorised,1,,1,2020
Newtownards Library,Adult Fiction,10937,4808,15745,2020
Newtownards Library,Adult Fiction Large Print,776,238,1014,2020
Newtownards Library,Adult Fiction Spoken Word,1317,598,1915,2020
Newtownards Library,Adult Non-fiction,2435,1621,4056,2020
Newtownards Library,Adult Non-fiction Large Print,19,6,25,2020
Newtownards Library,Adult Non-fiction Spoken Word,28,4,32,2020
Newtownards Library,Adult Reference,5,,5,2020
Newtownards Library,Curriculum Support Collection,36,33,69,2020
Newtownards Library,DVD U,1,,1,2020
Newtownards Library,Junior Fiction,16318,4968,21286,2020
Newtownards Library,Junior Fiction Large Print,16,3,19,2020
Newtownards Library,Junior Fiction Spoken Word,19,23,42,2020
Newtownards Library,Junior Language Pack,17,18,35,2020
Newtownards Library,Junior Non-fiction,1822,773,2595,2020
Newtownards Library,Junior Non-fiction Spoken Word,4,2,6,2020
Newtownards Library,Music CD,4,,4,2020
Newtownards Library,Reading Development,18,14,32,2020
Newtownards Library,Reading Group,63,35,98,2020
Newtownards Library,Reference Non-borrowable,22,13,35,2020
Newtownards Library,Teenage Fiction,265,210,475,2020
Newtownards Library,Teenage Non-fiction,25,52,77,2020
Newtownards Library,Uncategorised,3,,3,2020
Newtownbreda Library,Adult Fiction,9290,5962,15252,2020
Newtownbreda Library,Adult Fiction Large Print,778,215,993,2020
Newtownbreda Library,Adult Fiction Spoken Word,620,219,839,2020
Newtownbreda Library,Adult Non-fiction,2346,2552,4898,2020
Newtownbreda Library,Adult Non-fiction Large Print,29,11,40,2020
Newtownbreda Library,Adult Non-fiction Spoken Word,30,11,41,2020
Newtownbreda Library,Adult Reference,7,15,22,2020
Newtownbreda Library,Chatterbooks,,1,1,2020
Newtownbreda Library,Curriculum Support Collection,54,119,173,2020
Newtownbreda Library,Junior Fiction,24965,9147,34112,2020
Newtownbreda Library,Junior Fiction Large Print,17,22,39,2020
Newtownbreda Library,Junior Fiction Spoken Word,22,13,35,2020
Newtownbreda Library,Junior Language Pack,26,37,63,2020
Newtownbreda Library,Junior Non-fiction,3202,1813,5015,2020
Newtownbreda Library,Junior Non-fiction Spoken Word,5,1,6,2020
Newtownbreda Library,Junior Reference,,1,1,2020
Newtownbreda Library,Music CD,1,,1,2020
Newtownbreda Library,Reading Development,133,94,227,2020
Newtownbreda Library,Reading Group,70,52,122,2020
Newtownbreda Library,Reference Non-borrowable,26,5,31,2020
Newtownbreda Library,Teenage Fiction,329,250,579,2020
Newtownbreda Library,Teenage Non-fiction,51,40,91,2020
Newtownbreda Library,Uncategorised,2,4,6,2020
Newtownstewart Library,Adult Fiction,1304,830,2134,2020
Newtownstewart Library,Adult Fiction Large Print,176,107,283,2020
Newtownstewart Library,Adult Fiction Spoken Word,34,3,37,2020
Newtownstewart Library,Adult Non-fiction,272,239,511,2020
Newtownstewart Library,Adult Non-fiction Large Print,2,,2,2020
Newtownstewart Library,Adult Non-fiction Spoken Word,2,1,3,2020
Newtownstewart Library,Adult Reference,3,2,5,2020
Newtownstewart Library,Curriculum Support Collection,2,6,8,2020
Newtownstewart Library,Junior Fiction,4609,2638,7247,2020
Newtownstewart Library,Junior Fiction Large Print,6,4,10,2020
Newtownstewart Library,Junior Fiction Spoken Word,12,1,13,2020
Newtownstewart Library,Junior Non-fiction,698,437,1135,2020
Newtownstewart Library,Junior Non-fiction Spoken Word,4,1,5,2020
Newtownstewart Library,Junior Reference,1,,1,2020
Newtownstewart Library,Reading Development,57,33,90,2020
Newtownstewart Library,Reading Group,37,19,56,2020
Newtownstewart Library,Teenage Fiction,30,55,85,2020
Newtownstewart Library,Teenage Non-fiction,15,15,30,2020
Omagh Library,Adult Fiction,23642,11613,35255,2020
Omagh Library,Adult Fiction Large Print,2306,539,2845,2020
Omagh Library,Adult Fiction Spoken Word,703,350,1053,2020
Omagh Library,Adult Non-fiction,8440,7560,16000,2020
Omagh Library,Adult Non-fiction Large Print,70,31,101,2020
Omagh Library,Adult Non-fiction Spoken Word,50,50,100,2020
Omagh Library,Adult Reference,9,1,10,2020
Omagh Library,Curriculum Support Collection,139,141,280,2020
Omagh Library,DVD 12,6,1,7,2020
Omagh Library,DVD 15,3,,3,2020
Omagh Library,DVD 18,3,,3,2020
Omagh Library,DVD Exempt,1,,1,2020
Omagh Library,DVD PG,2,,2,2020
Omagh Library,DVD U,1,,1,2020
Omagh Library,Junior Fiction,42819,12844,55663,2020
Omagh Library,Junior Fiction Large Print,332,69,401,2020
Omagh Library,Junior Fiction Spoken Word,75,87,162,2020
Omagh Library,Junior Language Pack,79,118,197,2020
Omagh Library,Junior Non-fiction,4811,1926,6737,2020
Omagh Library,Junior Non-fiction Large Print,7,,7,2020
Omagh Library,Junior Non-fiction Spoken Word,4,8,12,2020
Omagh Library,Junior Reference,1,,1,2020
Omagh Library,Music Cassette,1,,1,2020
Omagh Library,Music CD,2,7,9,2020
Omagh Library,Reading Development,92,80,172,2020
Omagh Library,Reading Group,99,24,123,2020
Omagh Library,Reference Non-borrowable,14,7,21,2020
Omagh Library,Teenage Fiction,829,528,1357,2020
Omagh Library,Teenage Non-fiction,55,26,81,2020
Omagh Library,Uncategorised,4,4,8,2020
Ormeau Road Library,Adult Fiction,15924,8314,24238,2020
Ormeau Road Library,Adult Fiction Large Print,721,162,883,2020
Ormeau Road Library,Adult Fiction Spoken Word,796,389,1185,2020
Ormeau Road Library,Adult Non-fiction,5845,5691,11536,2020
Ormeau Road Library,Adult Non-fiction Large Print,25,8,33,2020
Ormeau Road Library,Adult Non-fiction Spoken Word,64,48,112,2020
Ormeau Road Library,Adult Reference,14,38,52,2020
Ormeau Road Library,Chatterbooks,,1,1,2020
Ormeau Road Library,Curriculum Support Collection,392,334,726,2020
Ormeau Road Library,DVD U,2,2,4,2020
Ormeau Road Library,Junior Fiction,29344,9716,39060,2020
Ormeau Road Library,Junior Fiction Large Print,6,3,9,2020
Ormeau Road Library,Junior Fiction Spoken Word,54,29,83,2020
Ormeau Road Library,Junior Language Pack,51,61,112,2020
Ormeau Road Library,Junior Non-fiction,4129,2073,6202,2020
Ormeau Road Library,Junior Non-fiction Spoken Word,14,7,21,2020
Ormeau Road Library,Language Course ,1,1,2,2020
Ormeau Road Library,Music CD,11,62,73,2020
Ormeau Road Library,Reading Development,56,39,95,2020
Ormeau Road Library,Reading Group,155,32,187,2020
Ormeau Road Library,Reference Non-borrowable,40,6,46,2020
Ormeau Road Library,Teenage Fiction,456,312,768,2020
Ormeau Road Library,Teenage Non-fiction,109,91,200,2020
Ormeau Road Library,Uncategorised,2,9,11,2020
Portadown Library,Adult Fiction,13625,7715,21340,2020
Portadown Library,Adult Fiction Large Print,1409,381,1790,2020
Portadown Library,Adult Fiction Spoken Word,737,642,1379,2020
Portadown Library,Adult Non-fiction,3342,3384,6726,2020
Portadown Library,Adult Non-fiction Large Print,10,8,18,2020
Portadown Library,Adult Non-fiction Spoken Word,90,73,163,2020
Portadown Library,Adult Reference,1,2,3,2020
Portadown Library,Chatterbooks,17,9,26,2020
Portadown Library,Curriculum Support Collection,260,115,375,2020
Portadown Library,Junior Fiction,26813,8504,35317,2020
Portadown Library,Junior Fiction Large Print,6,6,12,2020
Portadown Library,Junior Fiction Spoken Word,77,45,122,2020
Portadown Library,Junior Language Pack,44,32,76,2020
Portadown Library,Junior Non-fiction,3914,1368,5282,2020
Portadown Library,Junior Non-fiction Spoken Word,13,8,21,2020
Portadown Library,Junior Reference,2,,2,2020
Portadown Library,Music CD,,2,2,2020
Portadown Library,Reading Development,21,27,48,2020
Portadown Library,Reading Group,25,35,60,2020
Portadown Library,Reference Non-borrowable,10,3,13,2020
Portadown Library,Teenage Fiction,468,232,700,2020
Portadown Library,Teenage Non-fiction,79,43,122,2020
Portadown Library,Uncategorised,3,1,4,2020
Portaferry Library,Adult Fiction,5201,1396,6597,2020
Portaferry Library,Adult Fiction Large Print,525,75,600,2020
Portaferry Library,Adult Fiction Spoken Word,186,36,222,2020
Portaferry Library,Adult Non-fiction,730,378,1108,2020
Portaferry Library,Adult Non-fiction Spoken Word,10,2,12,2020
Portaferry Library,Curriculum Support Collection,54,27,81,2020
Portaferry Library,Junior Fiction,5482,1273,6755,2020
Portaferry Library,Junior Fiction Large Print,1,,1,2020
Portaferry Library,Junior Fiction Spoken Word,36,47,83,2020
Portaferry Library,Junior Language Pack,3,5,8,2020
Portaferry Library,Junior Non-fiction,654,163,817,2020
Portaferry Library,Junior Non-fiction Spoken Word,4,,4,2020
Portaferry Library,Reading Development,13,8,21,2020
Portaferry Library,Reading Group,55,20,75,2020
Portaferry Library,Reference Non-borrowable,2,,2,2020
Portaferry Library,Teenage Fiction,38,20,58,2020
Portaferry Library,Teenage Non-fiction,16,9,25,2020
Portaferry Library,Uncategorised,1,,1,2020
Portglenone Library,Adult Fiction,2719,1830,4549,2020
Portglenone Library,Adult Fiction Large Print,174,44,218,2020
Portglenone Library,Adult Fiction Spoken Word,67,76,143,2020
