BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Title,Variant titles,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
485820,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Du Maurier, Daphne, 1907-1989, writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Macdonald illustrated classics,number 33 [Macdonald illustrated classics],England,London,Macdonald,1955,,"xliv, 353 pages (8°)",,W.P.11235/33,,,English,,
485821,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights and selected poems,Works. Selections,Everyman's library,number 243 [Everyman's library],England ; United States of America,London ; New York,E. P. Dutton ; J M Dent,1955,,"xxv, 357 pages, 19 cm (8°)",,12206.p.1/913 ; W31/7986,,,English,,
485822,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London,Dean,1958,,247 pages (8°),,12655.g.6,,,English,,
485823,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Ward, A. C. (Alfred Charles), 1891-1973 [person]",Wuthering Heights,,Heritage of Literature Series Section B,number 44 [Heritage of Literature Series Section B],England,London,Longmans Green,1959,,"xxxii, 396 pages (8°)",,012208.cc.1/105,,,English,,
485824,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Panther books,number 1206 [Panther books],England,Hamilton ; London,,1961,,285 pages (8°),,W.P.B.29/1206,,,English,,
485826,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Guide novels,,England,London,Heinemann,1963,,"xxi, 329 pages (8°)",,W.P.13197/12,,,English,,
485827,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Bryson, Bernarda [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Macmillan classics,number 25 [Macmillan classics],England ; United States of America,London ; New York,Collier-Macmillan ; Macmillan,1963,,"xviii, 348 pages, illustrations (8°)",,12586.tt.1/25,,,English,,
485828,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Wilson, Barbara Ker, 1929-2020, writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights [and selected poems],Works. Selections,Chosen books,,England ; Scotland,Glasgow ; London,Blackie,1964,,"320 pages, portraits (8°)",823.8,12843.ff.1/12,,,English,,
485829,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Keeping, Charles, illustrator [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London,Folio Society,1964,,"274 pages, 12 unnumbered leaves of plates, 12 colour illustrations, 23 cm (8°)",,Cup.500.bb.18,,,English,,
485830,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England ; Scotland,Glasgow ; London,Collins,1964,,"350, xvi pages (8°)",,X.908/5650,,,,Collins School Classics. number 8. The text is a reissue of that of the edition of 1952,
485831,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Daiches, David, 1912-2005, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Penguin English library,number EL 1 [Penguin English library],England,Harmondsworth,Penguin,1965,,373 pages (8°),,X.0907/15. (1.),,,English,,
485832,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]","Wuthering Heights, and selected poems, etc",Works. Selections,Pan books,number X690 [Pan books],England,London,,1967,,349 pages (8°),,X.908/11669,,,English,One of the 'Bestsellers of literature',
485834,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London,Fraser Press,1970,,"360 pages, 23 cm",,X.981/1752,,,English,,
485835,Monograph,Language material ; Text,Volume,,,9780582348448,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Ward, A. C. (Alfred Charles), 1891-1973 [person]",Wuthering Heights,,Heritage of literature series Section B,number 44 [Heritage of literature series Section B],England,London,Longman,1972,,"xxxii, 396 pages, 17 cm",,X.907/13751,,,English,,
485836,Monograph,Language material ; Text,Volume,,,9780856900167,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Peebles classic library,,England ; Scotland ; United States of America,London ; New York ; Peebles,International,1974,,"314 pages, 19 cm",,Nov.22497,,,English,,
485838,Monograph,Language material ; Text,Volume,,,9780356080246,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Macdonald classics,,England,London,Macdonald,1975,,"xxii, 353 pages, 21 cm",,Nov.22494,,,English,,
485839,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Delebecque, Frédéric, translator [person] ; Brontë, Emily, 1818-1848, author [person]",Les Hauts de Hurle-Vent,Wuthering Heights. French,,,France,Paris,,1925,,450 pages (8°),,012601.dd.23,,Fiction,French,,
485840,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Drover, M., translator [person] ; Brontë, Emily, 1818-1848, author [person]",Les Hauts des Quatre-Vents = Wuthering Heights,Wuthering Heights. French,,,France,Paris,,1934,,316 pages (8°),,012613.ee.35,,Fiction,French,,
485841,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Lacretelle, Yolande de, translator [person] ; Lacretelle, Jacques de, 1888-1985, translator ; writer [person] ; Brontë, Emily, 1818-1848, author [person]",Haute-Plainte = Wuthering Heights,Wuthering Heights. French,,,France,Paris,,1937,,336 pages (8°),,012643.n.20,,,French,,
485842,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Chabry, Claude [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,Wuthering Heights. French,,,,Brussels,Éditions de la Mappemonde,1943,,"2 volumes, plates, 22 cm",,X.909/26238,,,French,French,
485843,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Ó Ciosáin, Seán [person]",Árda Wuthering,Wuthering Heights. Irish,,,Ireland,Baile átha Cliath,Oifig Díolta Foillseacháin Rialtais,1933,,402 pages (8°),,875.k.58,,,Irish,,
485844,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Binetti, Rosina [person] ; Brontë, Emily, 1818-1848, author [person]",Cime tempestose,Wuthering Heights. Italian,,,Italy,Milano,,1926,,"xx, 426 pages (8°)",,012604.cc.1,,Fiction,Italian,,
485845,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Sujkowska, Janina [person] ; Brontë, Emily, 1818-1848, author [person]",Wichrowe Wzgórza,Wuthering Heights. Polish,,,Poland,Warszawa,Czytelnik,1969,,"453 pages, 15 cm",,X.907/10612,,,Polish,,
485846,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Stahl, Henriette Yvonne, translator [person] ; Brontë, Emily, 1818-1848, author [person]",La răscruce de vînturi,Wuthering Heights. Romanian,,,Romania,Bucures̡ti,pentru Literatură Universală,1968,,"362 pages, 21 cm",,X.989/14632,,,Romanian,,
485847,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,,,England,London,W. Foulsham,1945,Abridged edition,188 pages (8°),,12639.pp.14,,Fiction,English,,
485848,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Box, H. Oldfield [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,,,England,London,Hodder & Stoughton,1952,,253 pages (8°),,012638.m.35,,Fiction,English,,
485849,Monograph,Language material ; Text,Volume,GB5409799,,,"Brontë, Emily",1818-1848,person,author,"Wear, George F. [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,English readers' library,,England,London,Oxford University Press,1954,,"viii, 164 pages, illustrations, 19 cm (8°)",,012213.p.10/8,,,English,Illustrated by Pamela Mara,
485850,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Wood, Stanley, m.a [person]",Wuthering Heights,Wuthering Heights. Abridgement,Sheldon Library,,England,London,Oxford University Press,1955,,220 pages (8°),,W.P.D.585/1,,,English,,
485851,Monograph,Language material ; Text,Volume,,,,"Attwood, E. M. (Evelyn May)",1906-,person,author,"Attwood, E. M. (Evelyn May), 1906-, author [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Longmans' simplified English series,,England,London,Longmans Green,1956,,"xiii, 173 pages (8°)",,W.P.6494/37,,,English,,
485852,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Durham, R. H., writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,Longman's abridged books,,England,London,Longmans,1960,,"xiv, 168 pages (8°)",,11314.d.13/2,,,,,
485853,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,Longmans' abridged books,,England,London,,1959,,"xiv, 186 pages (8°)",,11314.d.13/6,,,,,
485854,Monograph,Language material ; Text,Volume,,,,"Calvert, Mary",,person,author,"Calvert, Mary, author [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Macmillan's stories to remember,,India,Madras,Macmillan,1964,,152 pages (8°),,W.P.C.153/35,,,English,,
485855,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Donald, Winifred W. [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,Collins abridged classics,number 6 [Collins abridged classics],England ; Scotland,Glasgow ; London,Collins,1965,,224 pages (8°),,X.0908/34. (6.),,,English,Abridged by Winifred W. Donald,
485856,Monograph,Language material ; Text,Volume,,,,,,,,,Notes on Emily Brontë's Wuthering Heights,,Study-aid series,,England,London,Methuen,1966,,44 pages (8°),,X.909/7417,"Brontë, Emily, 1818-1848",,English,,
485857,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Emily Brontë [Selected poems. Edited by Richard Garnett.],Poems. Selections,,,,,,1892,,,,11603.cc.20/7,,,English,,
485858,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Emily Brontë,Poems. Selections,Augustan books of modern poetry,,England,London,E. Benn,1926,,"iv, 30 pages, 22 cm",,11605.cc.12/36,,,English,Selected poems,
485859,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Selected poems,Poems. Selections,,,,Amsterdam,A. A. Balkema,1944,,32 pages (8°),,Cup.406.a.44,,,English,Clandestinely published,
485860,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person] ; Henderson, Philip, 1906-1977, editor [person]",Poems,Poems. Selections,,,England,London,Lawson & Dunn,1947,,"xxix, 129 pages, portraits (8°)",,11658.bb.31,,,English,,
485861,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,author,"Spark, Muriel, writer [person] ; Brontë, Emily, 1818-1848, author [person]",A selection of poems by Emily Brontë,Poems. Selections,Crown classics,,England,London,Grey Walls,1952,,62 pages (8°),,W.P.2809/30,,,English,,
485863,Monograph,Language material ; Text,Volume,,,9780701004989,"Brontë, Emily",1818-1848,person,,"Thompson, Denys, 1907-1988 [person] ; Brontë, Emily, 1818-1848 [person]",Poems,,Compact poets,,England,London,Chatto & Windus,1972,,"64 pages, 20 cm",,X.900/10113,,,English,,
485864,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person] ; Eaubonne, Françoise d' [person]",Emily Brontë,,Poètes d'aujourd'hui,number 120 [Poètes d'aujourd'hui],,Paris,,1964,,190 pages (8°),,W.P.1567/120,,,French,,
555875,Monograph,Language material ; Text,Volume,,,,"Buys, R. van Brakell",,person,,"Buys, R. van Brakell [person]","Drie dichteressen uit het Victoriaanse tijdperk : Christina Rossetti, Emily Brontë, Elizabeth Barrett Browning",,Hoogtepunten der Engelse cultuur,number 3 [Hoogtepunten der Engelse cultuur],,Amsterdam,,1947,,"352 pages, portraits (8°)",,011840.m.67,"Browning, Elizabeth Barrett, 1806-1861 ; Rossetti, Christina Georgina, 1830-1894 ; Brontë, Emily, 1818-1848",,Dutch,,
616802,Monograph,Language material ; Text,Volume,,,,"Carrington, Norman T. (Norman Thomas)",,person,author,"Carrington, Norman T. (Norman Thomas), author [person]","Emily Brontë, Wuthering Heights",,Notes on chosen English texts,,England,London,James Brodie,1961,,76 pages (8°),,W.P.C.589/141,"Brontë, Emily, 1818-1848",,English,,
620345,Monograph,Language material ; Text,Volume,,,,"Carter, Randolph",1908-1998,person,author,"Carter, Randolph, 1908-1998, author [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering heights : a drama in three acts,Wuthering Heights,French's standard library edition,,United States of America,New York,,1939,,111 pages (8°),,011781.g.1/455,,Drama,English,'Based on the novel by Emily Bontë.',
743960,Monograph,Language material ; Text,Volume,,,,"Collard, Millicent",,person,author,"Collard, Millicent, author [person]",Wuthering Heights--the revelation : a psychical study of Emily Brontë,,,,England,London,Regency,1960,,"106 pages, 23 cm (8°)",823.6,X.909/1973,"Brontë, Emily, 1818-1848",,English,,
789774,Monograph,Language material ; Text,Volume,,,9780245522192,"Corr, Patricia",,person,author,"Corr, Patricia, author [person]",Emily Brontë: Wuthering Heights,,Harraps' study guides,,England,London,Harrap,1973,,"55 pages, 21 cm",,X.909/28287,"Brontë, Emily, 1818-1848",,English,Printed in Dublin,
881142,Monograph,Language material ; Text,Volume,,,,"Davison, John",1898-,person,,"Davison, John, 1898- [person] ; Brontë, Emily, 1818-1848 [person]","Wuthering heights, a play",Wuthering Heights,,,England,London,Frederick Muller,1942,,"81 pages, 19 cm (8°)",,11783.aa.28 ; W7/5803,,,English,'First published ... in 1942.',
888900,Monograph,Language material ; Text,Volume,,,,"Debû-Bridel, Jacques",1902-1993,person,,"Debû-Bridel, Jacques, 1902-1993 [person]",Le secret d'Emily Brontë,,,,,Paris,Ferenczi,1950,,"250 pages, 19 cm",,X.908/37716,"Brontë, Emily, 1818-1848",,French,,
904339,Monograph,Language material ; Text,Volume,,,,"Dembleby, John Malham",,person,,"Kireevsky, Ivan Vasil'evich [person] ; Dembleby, John Malham [person]","The key to the Brontë works : the key to Charlotte Bronte's 'Wuthering Heights,' 'Jane Eyre,' and her other works : showing the method of their construction and their relation to the facts and people of her life",,,,England,Felling-on-Tyne ; London,Walter Scott Publishing,1911,,185 pages (8°),,11840.r.20,"Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",,English,,
987305,Monograph,Language material ; Text,Volume,,,,"Dry, Florence Swinton",,person,,"Dry, Florence Swinton [person]",Brontë sources,,,,England,Cambridge,W. Heffer,1937-1940,,"2 volumes, 24 cm",,W.P.7923,"Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",,English,,
1011459,Monograph,Language material ; Text,Volume,,,,"Dupont, Victor",,person,,"Dupont, Victor [person]",En lisant les poèmes d'Emily Brontë,,,,,Toulouse,,1951,,,,11870.c.10,"Brontë, Emily, 1818-1848",,French,reprinted from 'Annales publiées par la faculté des lettres de Toulouse.',
1180963,Monograph,Language material ; Text,Volume,,,,,,,,"Everitt, Alastair, editor [person]",Wuthering Heights : an anthology of criticism,,,,England,London,Cass,1967,,"viii, 208 pages, 23 cm",,X.909/10738,"Brontë, Emily, 1818-1848",,English,,
